Date,Title,Time,URL
09.07.​2026,Sozial- und Schuldnerberatung Damaschkeweg,,https://www.bsf-richtsberg.de/veranstaltungen/2783155/2026/07/09/sozial-und-schuldnerberatung-damaschkeweg.html
10.07.​2026,Sozial- und Schuldnerberatung Damaschkeweg,,https://www.bsf-richtsberg.de/veranstaltungen/2783156/2026/07/10/sozial-und-schuldnerberatung-damaschkeweg.html
10.07.​2026,Afghanische Frauengruppe,,https://www.bsf-richtsberg.de/veranstaltungen/2782993/2026/07/10/afghanische-frauengruppe.html
13.07.​2026,Sozial- und Schuldnerberatung Damaschkeweg,,https://www.bsf-richtsberg.de/veranstaltungen/2783148/2026/07/13/sozial-und-schuldnerberatung-damaschkeweg.html
13.07.​2026,Offenes Büro im Familiennetzwerk,,https://www.bsf-richtsberg.de/veranstaltungen/2870266/2026/07/13/offenes-büro-im-familiennetzwerk.html
13.07.​2026,Babycafé,,https://www.bsf-richtsberg.de/veranstaltungen/2782902/2026/07/13/babycafé.html
13.07.​2026,Offenes Büro im Familiennetzwerk,,https://www.bsf-richtsberg.de/veranstaltungen/2870269/2026/07/13/offenes-büro-im-familiennetzwerk.html
13.07.​2026,Lernwerkstatt der VHS im Familiennetzwerk,,https://www.bsf-richtsberg.de/veranstaltungen/2870255/2026/07/13/lernwerkstatt-der-vhs-im-familiennetzwerk.html
14.07.​2026,Offenes Büro im Familiennetzwerk,,https://www.bsf-richtsberg.de/veranstaltungen/2870270/2026/07/14/offenes-büro-im-familiennetzwerk.html
14.07.​2026,Bipa Elterncafé: für Eltern mit Kindern von 1-3 Jahren,,https://www.bsf-richtsberg.de/veranstaltungen/2782907/2026/07/14/bipa-elterncafé-für-eltern-mit-kindern-von-1-3-jahren.html
14.07.​2026,Senior:innen Nachmittag,,https://www.bsf-richtsberg.de/veranstaltungen/2766698/2026/07/14/senior-innen-nachmittag.html
14.07.​2026,Bipa Gruppe für überwiegend afghanisch sprechende Eltern,,https://www.bsf-richtsberg.de/veranstaltungen/2870156/2026/07/14/bipa-gruppe-für-überwiegend-afghanisch-sprechende-eltern.html
15.07.​2026,Frauencafé,,https://www.bsf-richtsberg.de/veranstaltungen/2782982/2026/07/15/frauencafé.html
16.07.​2026,"Offenes Café im Familiennetzwerk, Am Richtsberg 68",,https://www.bsf-richtsberg.de/veranstaltungen/2836095/2026/07/16/offenes-café-im-familiennetzwerk-am-richtsberg-68.html
16.07.​2026,Sozial- und Schuldnerberatung Damaschkeweg,,https://www.bsf-richtsberg.de/veranstaltungen/2783155/2026/07/16/sozial-und-schuldnerberatung-damaschkeweg.html
17.07.​2026,Sozial- und Schuldnerberatung Damaschkeweg,,https://www.bsf-richtsberg.de/veranstaltungen/2783156/2026/07/17/sozial-und-schuldnerberatung-damaschkeweg.html
17.07.​2026,Afghanische Frauengruppe,,https://www.bsf-richtsberg.de/veranstaltungen/2782993/2026/07/17/afghanische-frauengruppe.html
20.07.​2026,Sozial- und Schuldnerberatung Damaschkeweg,,https://www.bsf-richtsberg.de/veranstaltungen/2783148/2026/07/20/sozial-und-schuldnerberatung-damaschkeweg.html
20.07.​2026,Offenes Büro im Familiennetzwerk,,https://www.bsf-richtsberg.de/veranstaltungen/2870266/2026/07/20/offenes-büro-im-familiennetzwerk.html
20.07.​2026,Babycafé,,https://www.bsf-richtsberg.de/veranstaltungen/2782902/2026/07/20/babycafé.html
20.07.​2026,Offenes Büro im Familiennetzwerk,,https://www.bsf-richtsberg.de/veranstaltungen/2870269/2026/07/20/offenes-büro-im-familiennetzwerk.html
20.07.​2026,Lernwerkstatt der VHS im Familiennetzwerk,,https://www.bsf-richtsberg.de/veranstaltungen/2870255/2026/07/20/lernwerkstatt-der-vhs-im-familiennetzwerk.html
21.07.​2026,Offenes Büro im Familiennetzwerk,,https://www.bsf-richtsberg.de/veranstaltungen/2870270/2026/07/21/offenes-büro-im-familiennetzwerk.html
21.07.​2026,Bipa Elterncafé: für Eltern mit Kindern von 1-3 Jahren,,https://www.bsf-richtsberg.de/veranstaltungen/2782907/2026/07/21/bipa-elterncafé-für-eltern-mit-kindern-von-1-3-jahren.html
21.07.​2026,Senior:innen Nachmittag,,https://www.bsf-richtsberg.de/veranstaltungen/2766698/2026/07/21/senior-innen-nachmittag.html
21.07.​2026,Bipa Gruppe für überwiegend afghanisch sprechende Eltern,,https://www.bsf-richtsberg.de/veranstaltungen/2870156/2026/07/21/bipa-gruppe-für-überwiegend-afghanisch-sprechende-eltern.html
22.07.​2026,Frauencafé,,https://www.bsf-richtsberg.de/veranstaltungen/2782982/2026/07/22/frauencafé.html
23.07.​2026,Sozial- und Schuldnerberatung Damaschkeweg,,https://www.bsf-richtsberg.de/veranstaltungen/2783155/2026/07/23/sozial-und-schuldnerberatung-damaschkeweg.html
24.07.​2026,Sozial- und Schuldnerberatung Damaschkeweg,,https://www.bsf-richtsberg.de/veranstaltungen/2783156/2026/07/24/sozial-und-schuldnerberatung-damaschkeweg.html
24.07.​2026,Afghanische Frauengruppe,,https://www.bsf-richtsberg.de/veranstaltungen/2782993/2026/07/24/afghanische-frauengruppe.html
27.07.​2026,Sozial- und Schuldnerberatung Damaschkeweg,,https://www.bsf-richtsberg.de/veranstaltungen/2783148/2026/07/27/sozial-und-schuldnerberatung-damaschkeweg.html
27.07.​2026,Offenes Büro im Familiennetzwerk,,https://www.bsf-richtsberg.de/veranstaltungen/2870266/2026/07/27/offenes-büro-im-familiennetzwerk.html
27.07.​2026,Babycafé,,https://www.bsf-richtsberg.de/veranstaltungen/2782902/2026/07/27/babycafé.html
27.07.​2026,Offenes Büro im Familiennetzwerk,,https://www.bsf-richtsberg.de/veranstaltungen/2870269/2026/07/27/offenes-büro-im-familiennetzwerk.html
27.07.​2026,Lernwerkstatt der VHS im Familiennetzwerk,,https://www.bsf-richtsberg.de/veranstaltungen/2870255/2026/07/27/lernwerkstatt-der-vhs-im-familiennetzwerk.html
28.07.​2026,Offenes Büro im Familiennetzwerk,,https://www.bsf-richtsberg.de/veranstaltungen/2870270/2026/07/28/offenes-büro-im-familiennetzwerk.html
28.07.​2026,Bipa Elterncafé: für Eltern mit Kindern von 1-3 Jahren,,https://www.bsf-richtsberg.de/veranstaltungen/2782907/2026/07/28/bipa-elterncafé-für-eltern-mit-kindern-von-1-3-jahren.html
28.07.​2026,Senior:innen Nachmittag,,https://www.bsf-richtsberg.de/veranstaltungen/2766698/2026/07/28/senior-innen-nachmittag.html
28.07.​2026,Bipa Gruppe für überwiegend afghanisch sprechende Eltern,,https://www.bsf-richtsberg.de/veranstaltungen/2870156/2026/07/28/bipa-gruppe-für-überwiegend-afghanisch-sprechende-eltern.html
29.07.​2026,Frauencafé,,https://www.bsf-richtsberg.de/veranstaltungen/2782982/2026/07/29/frauencafé.html
30.07.​2026,"Offenes Café im Familiennetzwerk, Am Richtsberg 68",,https://www.bsf-richtsberg.de/veranstaltungen/2836095/2026/07/30/offenes-café-im-familiennetzwerk-am-richtsberg-68.html
30.07.​2026,Sozial- und Schuldnerberatung Damaschkeweg,,https://www.bsf-richtsberg.de/veranstaltungen/2783155/2026/07/30/sozial-und-schuldnerberatung-damaschkeweg.html
31.07.​2026,Sozial- und Schuldnerberatung Damaschkeweg,,https://www.bsf-richtsberg.de/veranstaltungen/2783156/2026/07/31/sozial-und-schuldnerberatung-damaschkeweg.html
31.07.​2026,Afghanische Frauengruppe,,https://www.bsf-richtsberg.de/veranstaltungen/2782993/2026/07/31/afghanische-frauengruppe.html
03.08.​2026,Sozial- und Schuldnerberatung Damaschkeweg,,https://www.bsf-richtsberg.de/veranstaltungen/2783148/2026/08/03/sozial-und-schuldnerberatung-damaschkeweg.html
03.08.​2026,Offenes Büro im Familiennetzwerk,,https://www.bsf-richtsberg.de/veranstaltungen/2870266/2026/08/03/offenes-büro-im-familiennetzwerk.html
03.08.​2026,Babycafé,,https://www.bsf-richtsberg.de/veranstaltungen/2782902/2026/08/03/babycafé.html
03.08.​2026,Offenes Büro im Familiennetzwerk,,https://www.bsf-richtsberg.de/veranstaltungen/2870269/2026/08/03/offenes-büro-im-familiennetzwerk.html
03.08.​2026,Lernwerkstatt der VHS im Familiennetzwerk,,https://www.bsf-richtsberg.de/veranstaltungen/2870255/2026/08/03/lernwerkstatt-der-vhs-im-familiennetzwerk.html
04.08.​2026,Offenes Büro im Familiennetzwerk,,https://www.bsf-richtsberg.de/veranstaltungen/2870270/2026/08/04/offenes-büro-im-familiennetzwerk.html
04.08.​2026,Immer an der Lahn entlang - Sommerferien für Erwachsene 3. Tag,,https://www.bsf-richtsberg.de/veranstaltungen/2914461/2026/08/04/immer-an-der-lahn-entlang-sommerferien-für-erwachsene-3.-tag.html
04.08.​2026,Bipa Elterncafé: für Eltern mit Kindern von 1-3 Jahren,,https://www.bsf-richtsberg.de/veranstaltungen/2782907/2026/08/04/bipa-elterncafé-für-eltern-mit-kindern-von-1-3-jahren.html
04.08.​2026,Senior:innen Nachmittag,,https://www.bsf-richtsberg.de/veranstaltungen/2766698/2026/08/04/senior-innen-nachmittag.html
04.08.​2026,Bipa Gruppe für überwiegend afghanisch sprechende Eltern,,https://www.bsf-richtsberg.de/veranstaltungen/2870156/2026/08/04/bipa-gruppe-für-überwiegend-afghanisch-sprechende-eltern.html
05.08.​2026,Immer an der Lahn entlang - Sommerferien für Erwachsene 4. Tag,,https://www.bsf-richtsberg.de/veranstaltungen/2914462/2026/08/05/immer-an-der-lahn-entlang-sommerferien-für-erwachsene-4.-tag.html
05.08.​2026,Frauencafé,,https://www.bsf-richtsberg.de/veranstaltungen/2782982/2026/08/05/frauencafé.html
06.08.​2026,Immer an der Lahn entlang - Sommerferien für Erwachsene 5. Tag,,https://www.bsf-richtsberg.de/veranstaltungen/2914467/2026/08/06/immer-an-der-lahn-entlang-sommerferien-für-erwachsene-5.-tag.html
06.08.​2026,Sozial- und Schuldnerberatung Damaschkeweg,,https://www.bsf-richtsberg.de/veranstaltungen/2783155/2026/08/06/sozial-und-schuldnerberatung-damaschkeweg.html
07.08.​2026,Sozial- und Schuldnerberatung Damaschkeweg,,https://www.bsf-richtsberg.de/veranstaltungen/2783156/2026/08/07/sozial-und-schuldnerberatung-damaschkeweg.html
07.08.​2026,Afghanische Frauengruppe,,https://www.bsf-richtsberg.de/veranstaltungen/2782993/2026/08/07/afghanische-frauengruppe.html
10.08.​2026,Sozial- und Schuldnerberatung Damaschkeweg,,https://www.bsf-richtsberg.de/veranstaltungen/2783148/2026/08/10/sozial-und-schuldnerberatung-damaschkeweg.html
10.08.​2026,Offenes Büro im Familiennetzwerk,,https://www.bsf-richtsberg.de/veranstaltungen/2870266/2026/08/10/offenes-büro-im-familiennetzwerk.html
10.08.​2026,Babycafé,,https://www.bsf-richtsberg.de/veranstaltungen/2782902/2026/08/10/babycafé.html
10.08.​2026,Offenes Büro im Familiennetzwerk,,https://www.bsf-richtsberg.de/veranstaltungen/2870269/2026/08/10/offenes-büro-im-familiennetzwerk.html
10.08.​2026,Lernwerkstatt der VHS im Familiennetzwerk,,https://www.bsf-richtsberg.de/veranstaltungen/2870255/2026/08/10/lernwerkstatt-der-vhs-im-familiennetzwerk.html
11.08.​2026,Offenes Büro im Familiennetzwerk,,https://www.bsf-richtsberg.de/veranstaltungen/2870270/2026/08/11/offenes-büro-im-familiennetzwerk.html
11.08.​2026,Bipa Elterncafé: für Eltern mit Kindern von 1-3 Jahren,,https://www.bsf-richtsberg.de/veranstaltungen/2782907/2026/08/11/bipa-elterncafé-für-eltern-mit-kindern-von-1-3-jahren.html
11.08.​2026,Senior:innen Nachmittag,,https://www.bsf-richtsberg.de/veranstaltungen/2766698/2026/08/11/senior-innen-nachmittag.html
11.08.​2026,Bipa Gruppe für überwiegend afghanisch sprechende Eltern,,https://www.bsf-richtsberg.de/veranstaltungen/2870156/2026/08/11/bipa-gruppe-für-überwiegend-afghanisch-sprechende-eltern.html
12.08.​2026,Frauencafé,,https://www.bsf-richtsberg.de/veranstaltungen/2782982/2026/08/12/frauencafé.html
13.08.​2026,"Offenes Café im Familiennetzwerk, Am Richtsberg 68",,https://www.bsf-richtsberg.de/veranstaltungen/2836095/2026/08/13/offenes-café-im-familiennetzwerk-am-richtsberg-68.html
13.08.​2026,Sozial- und Schuldnerberatung Damaschkeweg,,https://www.bsf-richtsberg.de/veranstaltungen/2783155/2026/08/13/sozial-und-schuldnerberatung-damaschkeweg.html
14.08.​2026,Sozial- und Schuldnerberatung Damaschkeweg,,https://www.bsf-richtsberg.de/veranstaltungen/2783156/2026/08/14/sozial-und-schuldnerberatung-damaschkeweg.html
14.08.​2026,Afghanische Frauengruppe,,https://www.bsf-richtsberg.de/veranstaltungen/2782993/2026/08/14/afghanische-frauengruppe.html
17.08.​2026,Sozial- und Schuldnerberatung Damaschkeweg,,https://www.bsf-richtsberg.de/veranstaltungen/2783148/2026/08/17/sozial-und-schuldnerberatung-damaschkeweg.html
17.08.​2026,Offenes Büro im Familiennetzwerk,,https://www.bsf-richtsberg.de/veranstaltungen/2870266/2026/08/17/offenes-büro-im-familiennetzwerk.html
17.08.​2026,Babycafé,,https://www.bsf-richtsberg.de/veranstaltungen/2782902/2026/08/17/babycafé.html
17.08.​2026,Maribel Sprechstunde im Familiennetzwerk,,https://www.bsf-richtsberg.de/veranstaltungen/2870242/2026/08/17/maribel-sprechstunde-im-familiennetzwerk.html
17.08.​2026,Offenes Büro im Familiennetzwerk,,https://www.bsf-richtsberg.de/veranstaltungen/2870269/2026/08/17/offenes-büro-im-familiennetzwerk.html
17.08.​2026,Lernwerkstatt der VHS im Familiennetzwerk,,https://www.bsf-richtsberg.de/veranstaltungen/2870255/2026/08/17/lernwerkstatt-der-vhs-im-familiennetzwerk.html
18.08.​2026,Offenes Büro im Familiennetzwerk,,https://www.bsf-richtsberg.de/veranstaltungen/2870270/2026/08/18/offenes-büro-im-familiennetzwerk.html
18.08.​2026,Bipa Elterncafé: für Eltern mit Kindern von 1-3 Jahren,,https://www.bsf-richtsberg.de/veranstaltungen/2782907/2026/08/18/bipa-elterncafé-für-eltern-mit-kindern-von-1-3-jahren.html
18.08.​2026,Senior:innen Nachmittag,,https://www.bsf-richtsberg.de/veranstaltungen/2766698/2026/08/18/senior-innen-nachmittag.html
18.08.​2026,Bipa Gruppe für überwiegend afghanisch sprechende Eltern,,https://www.bsf-richtsberg.de/veranstaltungen/2870156/2026/08/18/bipa-gruppe-für-überwiegend-afghanisch-sprechende-eltern.html
19.08.​2026,Frauencafé,,https://www.bsf-richtsberg.de/veranstaltungen/2782982/2026/08/19/frauencafé.html
20.08.​2026,Sozial- und Schuldnerberatung Damaschkeweg,,https://www.bsf-richtsberg.de/veranstaltungen/2783155/2026/08/20/sozial-und-schuldnerberatung-damaschkeweg.html
21.08.​2026,Sozial- und Schuldnerberatung Damaschkeweg,,https://www.bsf-richtsberg.de/veranstaltungen/2783156/2026/08/21/sozial-und-schuldnerberatung-damaschkeweg.html
21.08.​2026,Afghanische Frauengruppe,,https://www.bsf-richtsberg.de/veranstaltungen/2782993/2026/08/21/afghanische-frauengruppe.html
24.08.​2026,Sozial- und Schuldnerberatung Damaschkeweg,,https://www.bsf-richtsberg.de/veranstaltungen/2783148/2026/08/24/sozial-und-schuldnerberatung-damaschkeweg.html
24.08.​2026,Offenes Büro im Familiennetzwerk,,https://www.bsf-richtsberg.de/veranstaltungen/2870266/2026/08/24/offenes-büro-im-familiennetzwerk.html
24.08.​2026,Babycafé,,https://www.bsf-richtsberg.de/veranstaltungen/2782902/2026/08/24/babycafé.html
24.08.​2026,Offenes Büro im Familiennetzwerk,,https://www.bsf-richtsberg.de/veranstaltungen/2870269/2026/08/24/offenes-büro-im-familiennetzwerk.html
24.08.​2026,Lernwerkstatt der VHS im Familiennetzwerk,,https://www.bsf-richtsberg.de/veranstaltungen/2870255/2026/08/24/lernwerkstatt-der-vhs-im-familiennetzwerk.html
25.08.​2026,Offenes Büro im Familiennetzwerk,,https://www.bsf-richtsberg.de/veranstaltungen/2870270/2026/08/25/offenes-büro-im-familiennetzwerk.html
25.08.​2026,Bipa Elterncafé: für Eltern mit Kindern von 1-3 Jahren,,https://www.bsf-richtsberg.de/veranstaltungen/2782907/2026/08/25/bipa-elterncafé-für-eltern-mit-kindern-von-1-3-jahren.html
25.08.​2026,Senior:innen Nachmittag,,https://www.bsf-richtsberg.de/veranstaltungen/2766698/2026/08/25/senior-innen-nachmittag.html
25.08.​2026,Bipa Gruppe für überwiegend afghanisch sprechende Eltern,,https://www.bsf-richtsberg.de/veranstaltungen/2870156/2026/08/25/bipa-gruppe-für-überwiegend-afghanisch-sprechende-eltern.html
26.08.​2026,Frauencafé,,https://www.bsf-richtsberg.de/veranstaltungen/2782982/2026/08/26/frauencafé.html
27.08.​2026,"Offenes Café im Familiennetzwerk, Am Richtsberg 68",,https://www.bsf-richtsberg.de/veranstaltungen/2836095/2026/08/27/offenes-café-im-familiennetzwerk-am-richtsberg-68.html
27.08.​2026,Sozial- und Schuldnerberatung Damaschkeweg,,https://www.bsf-richtsberg.de/veranstaltungen/2783155/2026/08/27/sozial-und-schuldnerberatung-damaschkeweg.html
28.08.​2026,Sozial- und Schuldnerberatung Damaschkeweg,,https://www.bsf-richtsberg.de/veranstaltungen/2783156/2026/08/28/sozial-und-schuldnerberatung-damaschkeweg.html
28.08.​2026,Afghanische Frauengruppe,,https://www.bsf-richtsberg.de/veranstaltungen/2782993/2026/08/28/afghanische-frauengruppe.html
31.08.​2026,Sozial- und Schuldnerberatung Damaschkeweg,,https://www.bsf-richtsberg.de/veranstaltungen/2783148/2026/08/31/sozial-und-schuldnerberatung-damaschkeweg.html
31.08.​2026,Offenes Büro im Familiennetzwerk,,https://www.bsf-richtsberg.de/veranstaltungen/2870266/2026/08/31/offenes-büro-im-familiennetzwerk.html
31.08.​2026,Babycafé,,https://www.bsf-richtsberg.de/veranstaltungen/2782902/2026/08/31/babycafé.html
31.08.​2026,Offenes Büro im Familiennetzwerk,,https://www.bsf-richtsberg.de/veranstaltungen/2870269/2026/08/31/offenes-büro-im-familiennetzwerk.html
31.08.​2026,Lernwerkstatt der VHS im Familiennetzwerk,,https://www.bsf-richtsberg.de/veranstaltungen/2870255/2026/08/31/lernwerkstatt-der-vhs-im-familiennetzwerk.html
01.09.​2026,Offenes Büro im Familiennetzwerk,,https://www.bsf-richtsberg.de/veranstaltungen/2870270/2026/09/01/offenes-büro-im-familiennetzwerk.html
01.09.​2026,Bipa Elterncafé: für Eltern mit Kindern von 1-3 Jahren,,https://www.bsf-richtsberg.de/veranstaltungen/2782907/2026/09/01/bipa-elterncafé-für-eltern-mit-kindern-von-1-3-jahren.html
01.09.​2026,Senior:innen Nachmittag,,https://www.bsf-richtsberg.de/veranstaltungen/2766698/2026/09/01/senior-innen-nachmittag.html
01.09.​2026,Bipa Gruppe für überwiegend afghanisch sprechende Eltern,,https://www.bsf-richtsberg.de/veranstaltungen/2870156/2026/09/01/bipa-gruppe-für-überwiegend-afghanisch-sprechende-eltern.html
02.09.​2026,Frauencafé,,https://www.bsf-richtsberg.de/veranstaltungen/2782982/2026/09/02/frauencafé.html
04.09.​2026,Afghanische Frauengruppe,,https://www.bsf-richtsberg.de/veranstaltungen/2782993/2026/09/04/afghanische-frauengruppe.html
07.09.​2026,Offenes Büro im Familiennetzwerk,,https://www.bsf-richtsberg.de/veranstaltungen/2870266/2026/09/07/offenes-büro-im-familiennetzwerk.html
07.09.​2026,Babycafé,,https://www.bsf-richtsberg.de/veranstaltungen/2782902/2026/09/07/babycafé.html
07.09.​2026,Offenes Büro im Familiennetzwerk,,https://www.bsf-richtsberg.de/veranstaltungen/2870269/2026/09/07/offenes-büro-im-familiennetzwerk.html
07.09.​2026,Lernwerkstatt der VHS im Familiennetzwerk,,https://www.bsf-richtsberg.de/veranstaltungen/2870255/2026/09/07/lernwerkstatt-der-vhs-im-familiennetzwerk.html
08.09.​2026,Offenes Büro im Familiennetzwerk,,https://www.bsf-richtsberg.de/veranstaltungen/2870270/2026/09/08/offenes-büro-im-familiennetzwerk.html
08.09.​2026,Bipa Elterncafé: für Eltern mit Kindern von 1-3 Jahren,,https://www.bsf-richtsberg.de/veranstaltungen/2782907/2026/09/08/bipa-elterncafé-für-eltern-mit-kindern-von-1-3-jahren.html
08.09.​2026,Senior:innen Nachmittag,,https://www.bsf-richtsberg.de/veranstaltungen/2766698/2026/09/08/senior-innen-nachmittag.html
